Mandi Name - Agmark,Mandi Name (Hi),District ID,District Name - Agmark,State Name,Source
Jambudhoda,जम्बूदोदा,410,Panchmahals,Gujarat,Agmark
Khanpur,खानपुर,410,Panchmahals,Gujarat,Agmark
Lunavada,लुणावाडा,410,Panchmahals,Gujarat,Agmark
Lunavada(Kobamba),लुनावदा (कोबांबा),410,Panchmahals,Gujarat,Agmark
Morva Hafad,मोरवा हफद,410,Panchmahals,Gujarat,Agmark
Santrampur,संतरामपुर,410,Panchmahals,Gujarat,Agmark
Santrampur(Fathaepura),संतरामपुर(फतहपुरा),410,Panchmahals,Gujarat,Agmark
Shehra,शेहरा,410,Panchmahals,Gujarat,Agmark
Bayad,बायद,411,Sabarkantha,Gujarat,Agmark
Bayad(Demai),बयाद(देमाई),411,Sabarkantha,Gujarat,Agmark
Bayad(Sadamba),बयाद(सदंबा),411,Sabarkantha,Gujarat,Agmark
Bhiloda,भिलोड़ा,411,Sabarkantha,Gujarat,Agmark
Dhansura,धनसुरा,411,Sabarkantha,Gujarat,Agmark
Himatnagar,हिम्मतनगर,411,Sabarkantha,Gujarat,Agmark
Himatnagar(Gambhoi),हिम्मतनगर (गंभोई),411,Sabarkantha,Gujarat,Agmark
Himatnagar(Veg.Market Himatnagar),हिम्मतनगर (शाकाहारी बाजार हिम्मतनगर),411,Sabarkantha,Gujarat,Agmark
Idar,इदर,411,Sabarkantha,Gujarat,Agmark
Idar(Jadar),इदर (जादर),411,Sabarkantha,Gujarat,Agmark
Khedbrahma,खेडब्रह्म,411,Sabarkantha,Gujarat,Agmark
Khedbrahma(Lambadia),खेड़ब्रह्मा(लंबाडिया),411,Sabarkantha,Gujarat,Agmark
Khedbrahma(Posina),खेड़ब्रह्मा(पोसिना),411,Sabarkantha,Gujarat,Agmark
Malpur,मालपुर,411,Sabarkantha,Gujarat,Agmark
Meghraj,मेघराज,411,Sabarkantha,Gujarat,Agmark
Meghraj(Radlavada),मेघराज (रादलावदा),411,Sabarkantha,Gujarat,Agmark
Modasa,मोडासा,411,Sabarkantha,Gujarat,Agmark
Modasa(Tintoi),मोडासा (तिंटोई),411,Sabarkantha,Gujarat,Agmark
Prantij,प्रांतिज,411,Sabarkantha,Gujarat,Agmark
Prantij(Salala),प्रांतिज(सलाला),411,Sabarkantha,Gujarat,Agmark
Talod,तलोद,411,Sabarkantha,Gujarat,Agmark
Talod(Harsol),तलोद(हरसोल),411,Sabarkantha,Gujarat,Agmark
Vadali,वडाली,411,Sabarkantha,Gujarat,Agmark
Vijaynagar(Kundlakap),विजयनगर (कुंडलकाप),411,Sabarkantha,Gujarat,Agmark
Bhesan,भेसन,416,Junagarh,Gujarat,Agmark
Junagadh,जूनागढ़,416,Junagarh,Gujarat,Agmark
"Junagadh(Veg,Yard, Junagadh)","जूनागढ़ (वेज, यार्ड, जूनागढ़)",416,Junagarh,Gujarat,Agmark
Keshod,केशोद,416,Junagarh,Gujarat,Agmark
Kodinar,कोडिनार,416,Junagarh,Gujarat,Agmark
Kodinar(Dollasa),कोडिनार(डोलसा),416,Junagarh,Gujarat,Agmark
Malia Hatina,मालिया हतिना,416,Junagarh,Gujarat,Agmark
Manavdar,मानवदार,416,Junagarh,Gujarat,Agmark
Mangrol,मंगरोल,416,Junagarh,Gujarat,Agmark
Medarada,मेदारदा,416,Junagarh,Gujarat,Agmark
Talala,तलाला,416,Junagarh,Gujarat,Agmark
Talalagir,तलालागिर,416,Junagarh,Gujarat,Agmark
Una,ऊना,416,Junagarh,Gujarat,Agmark
Vanthli,वन्थली,416,Junagarh,Gujarat,Agmark
Veraval,वेरावल,416,Junagarh,Gujarat,Agmark
Visavadar,विसवादर,416,Junagarh,Gujarat,Agmark
Dolvan,डोलवन,420,Tapi,Gujarat,Agmark
Dwaraka,द्वारका,430,Devbhumi Dwarka,Gujarat,Agmark
Kalyanpur,कल्याणपुर,430,Devbhumi Dwarka,Gujarat,Agmark
Khambhaliya,खाम्भालिया,430,Devbhumi Dwarka,Gujarat,Agmark
Ahmedabad,अहमदाबाद,0401,Ahmedabad,Gujarat,Agmark
Ahmedabad(Chimanbhai Patal Market Vasana),अहमदाबाद (चिमनभाई पाताल मार्केट वासना),0401,Ahmedabad,Gujarat,Agmark
"Ahmedabad(Fruit Market, Naroda)","अहमदाबाद (फल बाजार, नरोदा)",0401,Ahmedabad,Gujarat,Agmark
Ahmedabad(Manekchowk),अहमदाबाद (माणेकचौक),0401,Ahmedabad,Gujarat,Agmark
Ahmedabad(Rajnagar sub yard),अहमदाबाद (राजनगर सब यार्ड),0401,Ahmedabad,Gujarat,Agmark
Barvala,बरवाला,0401,Ahmedabad,Gujarat,Agmark
Bavla,बावला,0401,Ahmedabad,Gujarat,Agmark
Daskroi,दस्क्रोई,0401,Ahmedabad,Gujarat,Agmark
Detroj,डेट्रोज,0401,Ahmedabad,Gujarat,Agmark
Dhandhuka,धंधुका,0401,Ahmedabad,Gujarat,Agmark
Dhandkuka(Dholera),धंदकुका (धोलेरा),0401,Ahmedabad,Gujarat,Agmark
Dholka,ढोलका,0401,Ahmedabad,Gujarat,Agmark
Dholka(Koth),ढोलका (कोठ),0401,Ahmedabad,Gujarat,Agmark
Dholka(Market Yard Veg),ढोलका (मार्केट यार्ड वेज),0401,Ahmedabad,Gujarat,Agmark
Jetalpur (A'bad City),जेतालपुर (आबाद सिटी),0401,Ahmedabad,Gujarat,Agmark
Katosan,कटोसन,0401,Ahmedabad,Gujarat,Agmark
Mandal,मंडल,0401,Ahmedabad,Gujarat,Agmark
Rampura,रामपुरा,0401,Ahmedabad,Gujarat,Agmark
Ranpur,रानपुर,0401,Ahmedabad,Gujarat,Agmark
Sanad,सनद,0401,Ahmedabad,Gujarat,Agmark
Viramgam,वीरमगाम,0401,Ahmedabad,Gujarat,Agmark
Amod,अमोद,0404,Bharuch,Gujarat,Agmark
Amod(Sarban),आमोद(सरबन),0404,Bharuch,Gujarat,Agmark
"Anklav(Veg,Market,Asodar)","अंकलव (शाकाहारी, बाजार, असोदर)",0404,Bharuch,Gujarat,Agmark
Ankleshwar,अंकलेश्वर,0404,Bharuch,Gujarat,Agmark
Baruch(Vagara),बरूच(वगारा),0404,Bharuch,Gujarat,Agmark
Bharuch,भरूच,0404,Bharuch,Gujarat,Agmark
Hasot,हसोत,0404,Bharuch,Gujarat,Agmark
Hasot(Elav),हसोत(इलाव),0404,Bharuch,Gujarat,Agmark
Jambusar,जम्बूसर,0404,Bharuch,Gujarat,Agmark
Jambusar(Kaavi),जम्बूसर (कावि),0404,Bharuch,Gujarat,Agmark
Jhagadiya,झगड़िया,0404,Bharuch,Gujarat,Agmark
Valia,वालिया,0404,Bharuch,Gujarat,Agmark
Valia(Nethrang),वालिया(नेथरंग),0404,Bharuch,Gujarat,Agmark
Chikli(Khorgam),चिकली(खोरगाम),0405,Valsad,Gujarat,Agmark
Dharampur(veg),धरमपुर (शाकाहारी),0405,Valsad,Gujarat,Agmark
Kaparada,कपराडा,0405,Valsad,Gujarat,Agmark
Pardi,पारदी,0405,Valsad,Gujarat,Agmark
Pardi(Motavagachiya),पारदी(मोतवागछिया),0405,Valsad,Gujarat,Agmark
Pardi(Rohinee),पारदी (रोहिणी),0405,Valsad,Gujarat,Agmark
Pardi(Ugvada),पारदी(उगवाड़ा),0405,Valsad,Gujarat,Agmark
Pardi(Vapi),पारदी (वापी),0405,Valsad,Gujarat,Agmark
Sanjan,संजन,0405,Valsad,Gujarat,Agmark
Umargam,उमरगाम,0405,Valsad,Gujarat,Agmark
Valsad,वलसाड,0405,Valsad,Gujarat,Agmark
Valsad(Dungari),वलसाड (डूंगरी),0405,Valsad,Gujarat,Agmark
vapi,वापी,0405,Valsad,Gujarat,Agmark
Dehgam,देहगाम,0407,Gandhinagar,Gujarat,Agmark
Dehgam(Dehgam Veg Yard),देहगाम(देहगाम शाकाहारी यार्ड),0407,Gandhinagar,Gujarat,Agmark
Dehgam(Rekhiyal),देहगाम(रेखियाल),0407,Gandhinagar,Gujarat,Agmark
Gandhinagar(Board),गांधीनगर (बोर्ड),0407,Gandhinagar,Gujarat,Agmark
Kalol,कलोल,0407,Gandhinagar,Gujarat,Agmark
"Kalol(Veg,Market,Kalol)","कलोल (शाकाहारी, बाजार, कलोल)",0407,Gandhinagar,Gujarat,Agmark
Mansa,मनसा,0407,Gandhinagar,Gujarat,Agmark
Mansa(Manas Veg Yard),मनसा (मानस वेज यार्ड),0407,Gandhinagar,Gujarat,Agmark
Radheja,राधेजा,0407,Gandhinagar,Gujarat,Agmark
Randheja(Chiloda),रंधेजा (चिलोडा),0407,Gandhinagar,Gujarat,Agmark
Randheja(Veg.Market Gandhinagar),रंधेजा (वेज मार्केट गांधीनगर),0407,Gandhinagar,Gujarat,Agmark
Balasinor,बालासिनोर,0408,Kheda,Gujarat,Agmark
Dakor,डाकोर,0408,Kheda,Gujarat,Agmark
Galteshwer,गल्तेश्वर,0408,Kheda,Gujarat,Agmark
Kapadanj(Moti Jaher),कपडांज (मोती जहर),0408,Kheda,Gujarat,Agmark
Kapadvanj,कपडवंज,0408,Kheda,Gujarat,Agmark
Kathlal,कथलाल,0408,Kheda,Gujarat,Agmark
Kheda,खेड़ा,0408,Kheda,Gujarat,Agmark
Kheda(Nayaka),खेड़ा(नायका),0408,Kheda,Gujarat,Agmark
Mahudha,महुधा,0408,Kheda,Gujarat,Agmark
Matar,मटर,0408,Kheda,Gujarat,Agmark
Matar(Limbasi),मटर (लिंबासी),0408,Kheda,Gujarat,Agmark
Mehmadabad,मेहमदाबाद,0408,Kheda,Gujarat,Agmark
"Mehmadabad(Veg ,market)","महमदाबाद (शाकाहारी, बाजार)",0408,Kheda,Gujarat,Agmark
Nadiad,नाडियाड,0408,Kheda,Gujarat,Agmark
Nadiyad(Chaklasi),नडियाद(चकलासी),0408,Kheda,Gujarat,Agmark
Nadiyad(Piplag),नदियाद(पिपलग),0408,Kheda,Gujarat,Agmark
Thasara,थसरा,0408,Kheda,Gujarat,Agmark
Thasara(Dokar),थसरा(डोकर),0408,Kheda,Gujarat,Agmark
Vaso,वासो,0408,Kheda,Gujarat,Agmark
Virpur,वीरपुर,0408,Kheda,Gujarat,Agmark
Bardoli,बारडोली,0412,Surat,Gujarat,Agmark
Bardoli(Katod),बारडोली(काटोड़),0412,Surat,Gujarat,Agmark
Bardoli(Madhi),बारडोली (मढ़ी),0412,Surat,Gujarat,Agmark
chorayashi,चोरयाशी,0412,Surat,Gujarat,Agmark
Kadodara,कडोदरा,0412,Surat,Gujarat,Agmark
Kamrej,कामरेज,0412,Surat,Gujarat,Agmark
Kim,किम,0412,Surat,Gujarat,Agmark
Kosamba,कोसम्बा,0412,Surat,Gujarat,Agmark
Kosamba(Vankal),कोसंबा(वंकल),0412,Surat,Gujarat,Agmark
Kosamba(Zangvav),कोसंबा(जंगवाव),0412,Surat,Gujarat,Agmark
Mahuva,महुवा,0412,Surat,Gujarat,Agmark
Mahuva(Anaval),महुवा(अनवल),0412,Surat,Gujarat,Agmark
Mandvi,मांडवी,0412,Surat,Gujarat,Agmark
Mandvi(Amba Paradi),मांडवी (अंबा पारादी),0412,Surat,Gujarat,Agmark
Mangarol,मैंगरोल,0412,Surat,Gujarat,Agmark
Navagam,नवगम,0412,Surat,Gujarat,Agmark
Nizar,निज़ार,0412,Surat,Gujarat,Agmark
Nizar(Kukarmuda),निजार(कुकरमुडा),0412,Surat,Gujarat,Agmark
Nizar(Pumkitalov),निज़ार(पमकतालोव),0412,Surat,Gujarat,Agmark
Olapad,ओलापाद,0412,Surat,Gujarat,Agmark
Palsana,पलसाना,0412,Surat,Gujarat,Agmark
S.Mandvi,एस मांडवी,0412,Surat,Gujarat,Agmark
Songadh,सोनगढ़,0412,Surat,Gujarat,Agmark
Songadh(Badarpada),सोनगढ़(बदरपाड़ा),0412,Surat,Gujarat,Agmark
Songadh(Umrada),सोनगढ़(उमरदा),0412,Surat,Gujarat,Agmark
Surat,सूरत,0412,Surat,Gujarat,Agmark
Surat(Old Sardar Market),सूरत (पुराना सरदार मार्केट),0412,Surat,Gujarat,Agmark
Uchhal,उच्छल,0412,Surat,Gujarat,Agmark
Uchhal(Karod),उच्छल(करोड़),0412,Surat,Gujarat,Agmark
Umarpada,उमरपाड़ा,0412,Surat,Gujarat,Agmark
Valod,वलोद,0412,Surat,Gujarat,Agmark
Valod(Buhari),वलोद(बुहारी),0412,Surat,Gujarat,Agmark
Vyara(Paati),व्यारा(पाटी),0412,Surat,Gujarat,Agmark
Vyra,व्यारा,0412,Surat,Gujarat,Agmark
Amreli,अमरेली,0413,Amreli,Gujarat,Agmark
Babra,बाबरा,0413,Amreli,Gujarat,Agmark
Bagasara,बागसरा,0413,Amreli,Gujarat,Agmark
Damnagar,दामनगर,0413,Amreli,Gujarat,Agmark
Dhari,धरी,0413,Amreli,Gujarat,Agmark
Dhari(Chalala),धारी (चालला),0413,Amreli,Gujarat,Agmark
jafarabad,जाफराबाद,0413,Amreli,Gujarat,Agmark
Khambha,खंभा,0413,Amreli,Gujarat,Agmark
Lathi,लाठी,0413,Amreli,Gujarat,Agmark
Liliya,लिलिया,0413,Amreli,Gujarat,Agmark
Rajula,राजुला,0413,Amreli,Gujarat,Agmark
Rajula(Dungar),राजुला (डूंगर),0413,Amreli,Gujarat,Agmark
Savarkundla,सावरकुंडला,0413,Amreli,Gujarat,Agmark
Timbi,टिम्बी,0413,Amreli,Gujarat,Agmark
Vadiya,वाडिया,0413,Amreli,Gujarat,Agmark
Bhavnagar,भावनगर,0414,Bhavnagar,Gujarat,Agmark
Chitra,चित्रा,0414,Bhavnagar,Gujarat,Agmark
Dhodha,ढोधा,0414,Bhavnagar,Gujarat,Agmark
Gariyadar,गरियादार,0414,Bhavnagar,Gujarat,Agmark
Mahuva(Jesar),महुवा(जेसर),0414,Bhavnagar,Gujarat,Agmark
Mahuva(Station Road),महुवा (स्टेशन रोड),0414,Bhavnagar,Gujarat,Agmark
Palitana,पालिताना,0414,Bhavnagar,Gujarat,Agmark
Shihor,शिहोर,0414,Bhavnagar,Gujarat,Agmark
Taleja,तलेजा,0414,Bhavnagar,Gujarat,Agmark
Umarala,उमराला,0414,Bhavnagar,Gujarat,Agmark
Vallabhipur,वल्लभीपुर,0414,Bhavnagar,Gujarat,Agmark
Bhanvad,भंवाद,0415,Jamnagar,Gujarat,Agmark
Bhatiya,भाटिया,0415,Jamnagar,Gujarat,Agmark
Dhrol,ढोल,0415,Jamnagar,Gujarat,Agmark
Jam Jodhpur,जाम जोधपुर,0415,Jamnagar,Gujarat,Agmark
Jam Khambalia,जाम खंबालिया,0415,Jamnagar,Gujarat,Agmark
Jamnagar,जामनगर,0415,Jamnagar,Gujarat,Agmark
Jodiya,जोड़ी,0415,Jamnagar,Gujarat,Agmark
Kalawad,कलावाड़,0415,Jamnagar,Gujarat,Agmark
Lalpur,लालपुर,0415,Jamnagar,Gujarat,Agmark
Abadasa,अबदासा,0417,Kachchh,Gujarat,Agmark
Anjar,अंजार,0417,Kachchh,Gujarat,Agmark
"Anjar(Veg,Sub Yard)","अंजार (शाकाहारी, उप यार्ड)",0417,Kachchh,Gujarat,Agmark
Bachau,बचाउ,0417,Kachchh,Gujarat,Agmark
Bhuj,भुज,0417,Kachchh,Gujarat,Agmark
Dayapar,दयापर,0417,Kachchh,Gujarat,Agmark
K.Mandvi,के.मांडवी,0417,Kachchh,Gujarat,Agmark
Khavada,खवाड़ा,0417,Kachchh,Gujarat,Agmark
Kothara,कोठारा,0417,Kachchh,Gujarat,Agmark
Lakhpat,लखपत,0417,Kachchh,Gujarat,Agmark
Mundra,मुंद्रा,0417,Kachchh,Gujarat,Agmark
Nakhatrana,नखतराना,0417,Kachchh,Gujarat,Agmark
Naliya,नालिया,0417,Kachchh,Gujarat,Agmark
Rapar,रपार,0417,Kachchh,Gujarat,Agmark
Dhoraji,धोराजी,0418,Rajkot,Gujarat,Agmark
Dhoraji(Chattle Market Yard),धोराजी (चैट मार्केट यार्ड),0418,Rajkot,Gujarat,Agmark
Gondal,गोंडल,0418,Rajkot,Gujarat,Agmark
Gondal(Cattle Market Gondal),गोंडल (मवेशी बाजार गोंडल),0418,Rajkot,Gujarat,Agmark
Gondal(Veg.market Gondal),गोंडल (शाकाहारी बाजार गोंडल),0418,Rajkot,Gujarat,Agmark
Jamkandorna,जमकंदोर्ना,0418,Rajkot,Gujarat,Agmark
Jasdan,जसदान,0418,Rajkot,Gujarat,Agmark
Jasdan(Vichhiya),जसदान(विछिया),0418,Rajkot,Gujarat,Agmark
Jetpur(Dist.Rajkot),जेतपुर (जिला राजकोट),0418,Rajkot,Gujarat,Agmark
Kotadasagani,कोटादासगनी,0418,Rajkot,Gujarat,Agmark
Lodhika,लोधिका,0418,Rajkot,Gujarat,Agmark
Morbi,मोरबी,0418,Rajkot,Gujarat,Agmark
"Morbi(veg.sub,yard)","मोरबी (शाकाहारी उप, यार्ड)",0418,Rajkot,Gujarat,Agmark
Padadhari,पदधारी,0418,Rajkot,Gujarat,Agmark
Rajkot,राजकोट,0418,Rajkot,Gujarat,Agmark
Rajkot(Ghee Peeth),राजकोट (घी पीठ),0418,Rajkot,Gujarat,Agmark
Upleta,उपलेटा,0418,Rajkot,Gujarat,Agmark
"Chotial(Veg,Yard)","चोटियल (शाकाहारी, यार्ड)",0419,Surendranagar,Gujarat,Agmark
Chotila,चोटिला,0419,Surendranagar,Gujarat,Agmark
"Chotila(Veg,Yard Chotila)","चोटिला (शाकाहारी, यार्ड चोटिला)",0419,Surendranagar,Gujarat,Agmark
Chuda,चूड़ा,0419,Surendranagar,Gujarat,Agmark
Dasada Patadi,दासदा पटदी,0419,Surendranagar,Gujarat,Agmark
Dhragradhra,ध्राग्रध्र,0419,Surendranagar,Gujarat,Agmark
Halvad,हलवाद,0419,Surendranagar,Gujarat,Agmark
Lakhtar,लखतर,0419,Surendranagar,Gujarat,Agmark
Limdi,लिम्डी,0419,Surendranagar,Gujarat,Agmark
Muli,मूली,0419,Surendranagar,Gujarat,Agmark
Sayala,सयाला,0419,Surendranagar,Gujarat,Agmark
Surendrangr,सुरेंद्रनगर,0419,Surendranagar,Gujarat,Agmark
Thangdh,थंगध,0419,Surendranagar,Gujarat,Agmark
Vadhvan,वधावन,0419,Surendranagar,Gujarat,Agmark
Bilimora,बिलिमोरा,0422,Navsari,Gujarat,Agmark
Bilimora(Gandevi),बिलिमोरा (गांडेवी),0422,Navsari,Gujarat,Agmark
Chikhali,चिखली,0422,Navsari,Gujarat,Agmark
Jalalpor,जलालपुर,0422,Navsari,Gujarat,Agmark
Khergam,खेरगाम,0422,Navsari,Gujarat,Agmark
Navsari,नवसारी,0422,Navsari,Gujarat,Agmark
Vansda,वंसदा,0422,Navsari,Gujarat,Agmark
Vansda(Limzar),वंसदा (लिमजार),0422,Navsari,Gujarat,Agmark
Botad,बोटाड,0423,Botad,Gujarat,Agmark
Botad(Bhabarkot),बोटाद (भाबरकोट),0423,Botad,Gujarat,Agmark
Botad(Haddad),बोटाद (हद्दाद),0423,Botad,Gujarat,Agmark
Gadada,गदादा,0423,Botad,Gujarat,Agmark
Dahod,दाहोद,0424,Dahod,Gujarat,Agmark
Dahod(Garbada),दाहोद(गरबाडा),0424,Dahod,Gujarat,Agmark
Dahod(Himalaya),दाहोद (हिमालय),0424,Dahod,Gujarat,Agmark
Dahod(Jesavada),दाहोद (जेसवदा),0424,Dahod,Gujarat,Agmark
Dahod(Veg. Market),दाहोद (शाकाहारी बाजार),0424,Dahod,Gujarat,Agmark
Davgadbaria(Piplod),दावगडबरिया(पिपलोद),0424,Dahod,Gujarat,Agmark
Devgadhbaria,देवगढबरिया,0424,Dahod,Gujarat,Agmark
Dhanpur,धनपुर,0424,Dahod,Gujarat,Agmark
Jhalod,झालोद,0424,Dahod,Gujarat,Agmark
Limkheda,लिमखेड़ा,0424,Dahod,Gujarat,Agmark
Singvad,सिंगवाड़,0424,Dahod,Gujarat,Agmark
Zalod(Sanjeli),जालोद(संजेली),0424,Dahod,Gujarat,Agmark
Zalod(Zalod),ज़ालोद(ज़ालोद),0424,Dahod,Gujarat,Agmark
Anand,आनंद,0425,Anand,Gujarat,Agmark
"Anand(Veg,Yard,Anand)","आनंद (शाकाहारी, यार्ड, आनंद)",0425,Anand,Gujarat,Agmark
Anklav,अंकलव,0425,Anand,Gujarat,Agmark
Borsad,बोरसद,0425,Anand,Gujarat,Agmark
Borsad(Asodar),बोरसद(असोदर),0425,Anand,Gujarat,Agmark
Borsad(Veg Yard Barsad),बोरसद (वेज यार्ड बरसाड),0425,Anand,Gujarat,Agmark
Khambhat,खंभात,0425,Anand,Gujarat,Agmark
Khambhat(Grain Market),खंभात (अनाज मंडी),0425,Anand,Gujarat,Agmark
Khambhat(Veg Yard Khambhat),खंभात (वेज यार्ड खंभात),0425,Anand,Gujarat,Agmark
Petlad,पेटलाड,0425,Anand,Gujarat,Agmark
"Petlad(Veg Yard, Petlad)","पेटलाड (वेज यार्ड, पेटलाड)",0425,Anand,Gujarat,Agmark
Sojitra,सोजित्रा,0425,Anand,Gujarat,Agmark
Tarapur,तारापुर,0425,Anand,Gujarat,Agmark
Umreth,उमरेथ,0425,Anand,Gujarat,Agmark
Kutiyana,कुटियाना,0426,Porbandar,Gujarat,Agmark
Porbandar,पोरबंदर,0426,Porbandar,Gujarat,Agmark
Ranavav,राणावव,0426,Porbandar,Gujarat,Agmark
Chansama,चांसमा,0427,Patan,Gujarat,Agmark
Harij,हरिज,0427,Patan,Gujarat,Agmark
Patan,पाटन,0427,Patan,Gujarat,Agmark
"Patan(Veg,Yard Patan)","पाटन (वेज, यार्ड पाटन)",0427,Patan,Gujarat,Agmark
Radhanpur,राधनपुर,0427,Patan,Gujarat,Agmark
Sami,सामी,0427,Patan,Gujarat,Agmark
Santalpur,संतालपुर,0427,Patan,Gujarat,Agmark
Sarswati,सरस्वती,0427,Patan,Gujarat,Agmark
Shnkheshwar,शंखेश्वर,0427,Patan,Gujarat,Agmark
Siddhpur,सिद्धपुर,0427,Patan,Gujarat,Agmark
Varahi,वाराही,0427,Patan,Gujarat,Agmark
Dediyapada,देदियापाड़ा,0428,Narmada,Gujarat,Agmark
Nandoda,नंदोदा,0428,Narmada,Gujarat,Agmark
Rajpipla,राजपिपला,0428,Narmada,Gujarat,Agmark
Rajpipla(Garudeshwal),राजपीपला (गरुड़ेश्वर),0428,Narmada,Gujarat,Agmark
Sagabara,सागबारा,0428,Narmada,Gujarat,Agmark
Selemba,सेलेम्बा,0428,Narmada,Gujarat,Agmark
Selemba(Navgam Javli),सेलेम्बा (नवगाम जावली),0428,Narmada,Gujarat,Agmark
Tilakwada,तिलकवाड़ा,0428,Narmada,Gujarat,Agmark
Kwat,क्वाट,0429,Chhota Udaipur,Gujarat,Agmark
Sankheda,संखेड़ा,0429,Chhota Udaipur,Gujarat,Agmark
Kadana,कड़ाना,0431,Mahisagar,Gujarat,Agmark
Kothamba,कोठम्बा,0431,Mahisagar,Gujarat,Agmark
Maliya-Miyana,मालिया-मियाना,0432,Morbi,Gujarat,Agmark
Tankara,टंकारा,0432,Morbi,Gujarat,Agmark
Vankaner,वंकानेर,0432,Morbi,Gujarat,Agmark
Vankaner(Sub yard),वंकानेर (सब यार्ड),0432,Morbi,Gujarat,Agmark
Gir Gadhda,गीर गढ़ड़ा,0433,Gir Somnath,Gujarat,Agmark
Sutrapada,सूत्रपद,0433,Gir Somnath,Gujarat,Agmark
Adampur,आदमपुर,501,Hissar,Haryana,Agmark
Adampur(Agroha),आदमपुर(अग्रोहा),501,Hissar,Haryana,Agmark
Barwala(Hisar),बरवाला (हिसार),501,Hissar,Haryana,Agmark
Hansi,हांसी,501,Hissar,Haryana,Agmark
Hansi(Sisai),हांसी(सिसाई),501,Hissar,Haryana,Agmark
Hissar,हिसार,501,Hissar,Haryana,Agmark
Narnaud(Bass),नारनौद (बास),501,Hissar,Haryana,Agmark
Narnaund,नारनौंद,501,Hissar,Haryana,Agmark
"New Grain Market-2 , Hisar","नई अनाज मंडी-2, हिसार",501,Hissar,Haryana,Agmark
Rattia,रत्तिया,501,Hissar,Haryana,Agmark
Uklana,उकलाना,501,Hissar,Haryana,Agmark
Ateli,अटेली,512,Mahendragarh-Narnaul,Haryana,Agmark
Khanina,खनीना,512,Mahendragarh-Narnaul,Haryana,Agmark
Mohindergarh,मोहिंदरगढ़,512,Mahendragarh-Narnaul,Haryana,Agmark
Narnaul,नारनौल,512,Mahendragarh-Narnaul,Haryana,Agmark
Bilaspur,बिलासपुर,517,Yamuna Nagar,Haryana,Agmark
Chhachhrauli(Khizrabad),छछरौली (खिजराबाद),517,Yamuna Nagar,Haryana,Agmark
Chhachrauli,छछरौली,517,Yamuna Nagar,Haryana,Agmark
Jagadhri,जगाधरी,517,Yamuna Nagar,Haryana,Agmark
Mustafabad,मुस्तफाबाद,517,Yamuna Nagar,Haryana,Agmark
Radaur,रादौर,517,Yamuna Nagar,Haryana,Agmark
Sadhaura,सढौरा,517,Yamuna Nagar,Haryana,Agmark
Yamuna Nagar,यमुनानगर,517,Yamuna Nagar,Haryana,Agmark
Yamunanagar(Fish Market),यमुनानगर (मछली बाजार),517,Yamuna Nagar,Haryana,Agmark
Bahadurgarh,बहादुरगढ़,521,Jhajar,Haryana,Agmark
Beri,बेरी,521,Jhajar,Haryana,Agmark
Jhajjar,झज्जर,521,Jhajar,Haryana,Agmark
FerozpurZirkha(Nagina),फिरोजपुर जिरखा (नगीना),522,Mewat,Haryana,Agmark
Hathin,हथीन,522,Mewat,Haryana,Agmark
Nuh,नूह,522,Mewat,Haryana,Agmark
Punhana,पुन्हाना,522,Mewat,Haryana,Agmark
Taura,टौरा,522,Mewat,Haryana,Agmark
Dabwali,डबवाली,0502,Sirsa,Haryana,Agmark
Dabwali(Chautala),डबवाली (चौटाला),0502,Sirsa,Haryana,Agmark
Ding,झंकार,0502,Sirsa,Haryana,Agmark
Ellanabad,ऐलनाबाद,0502,Sirsa,Haryana,Agmark
kalanwali,कालांवाली,0502,Sirsa,Haryana,Agmark
Kalawali(Odhan),कलावली(ओधन),0502,Sirsa,Haryana,Agmark
"New Grain Market , Sirsa","नई अनाज मंडी, सिरसा",0502,Sirsa,Haryana,Agmark
Rania,रनिया,0502,Sirsa,Haryana,Agmark
Rania(Jiwan nagar),रानिया (जीवन नगर),0502,Sirsa,Haryana,Agmark
Sirsa,सिरसा,0502,Sirsa,Haryana,Agmark
Sirsa(Malekan),सिरसा (मालेकन),0502,Sirsa,Haryana,Agmark
Behal,बहल,0503,Bhiwani,Haryana,Agmark
Bhiwani,भिवानी,0503,Bhiwani,Haryana,Agmark
Bhiwani(Bawani Khera),भिवानी (बवानी खेड़ा),0503,Bhiwani,Haryana,Agmark
Ch. Dadri,च। दादरी,0503,Bhiwani,Haryana,Agmark
Jui,जुई,0503,Bhiwani,Haryana,Agmark
Loharu,लोहारू,0503,Bhiwani,Haryana,Agmark
Loharu(Dighwa),लोहारू(दिघवा),0503,Bhiwani,Haryana,Agmark
"New Grain Market , Bhiwani","नई अनाज मंडी, भिवानी",0503,Bhiwani,Haryana,Agmark
Siwani,सिवानी,0503,Bhiwani,Haryana,Agmark
Tosham,तोशाम,0503,Bhiwani,Haryana,Agmark
Meham,महम,0504,Rohtak,Haryana,Agmark
"New Grain Market , Rohtak","नई अनाज मंडी, रोहतक",0504,Rohtak,Haryana,Agmark
Rohtak,रोहतक,0504,Rohtak,Haryana,Agmark
Rohtak(Kalanaur),रोहतक (कलानौर),0504,Rohtak,Haryana,Agmark
Sampla,सांपला,0504,Rohtak,Haryana,Agmark
Ganaur,गनौर,0505,Sonipat,Haryana,Agmark
Gohana,गोहाना,0505,Sonipat,Haryana,Agmark
